"Player","Seasons","Teams","PTS","TRB","AST","STL","BLK","PER","TS%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"Michael Jordan*",5,1,33.28,6.42,6.14,2.84,1.08,29.92,0.5954,33.6,13.34,4.42,18.18,0.269,8.1,2.72,10.84,10.5
"Larry Bird*",9,1,25.4111111111111,10.1333333333333,6.47777777777778,1.77777777777778,0.866666666666667,24.3333333333333,0.569888888888889,26.9333333333333,8.31111111111111,5.01111111111111,13.5666666666667,0.214111111111111,5.61111111111111,1.83333333333333,7.44444444444444,7.26666666666667
"Charles Barkley*",6,1,22.7166666666667,11.9833333333333,3.65,1.66666666666667,1.13333333333333,24.5833333333333,0.642833333333333,23.4333333333333,9.5,3.56666666666667,13.4,0.218666666666667,5.26666666666667,0.85,6.1,6.06666666666667
"Magic Johnson*",10,1,20,7.32,11.53,2.04,0.43,24.5,0.608,22.38,9.07,3.41,12.62,0.2275,6.08,1.66,7.75,6.55
"Moses Malone*",10,4,23.8,12.74,1.51,0.88,1.39,22.82,0.5702,26.65,7.32,3.87,11.15,0.185,3.44,-1.43,2.03,2.96
"Hakeem Olajuwon*",6,1,23.2333333333333,12.4,2.18333333333333,1.98333333333333,3.36666666666667,23.6333333333333,0.554333333333333,26.45,4.5,5.21666666666667,10.8166666666667,0.1825,2.4,2.23333333333333,4.6,4.78333333333333
"Karl Malone*",5,1,24.88,10.62,2.54,1.46,0.66,20.8,0.5652,28.62,4.5,4.84,10,0.1564,1.96,0.4,2.34,3.44
"John Stockton*",6,1,11.7,2.3,10.4333333333333,2.38333333333333,0.166666666666667,19.8833333333333,0.594166666666667,17.1,6.08333333333333,3.55,9.96666666666667,0.188666666666667,2.9,2.65,5.55,5.01666666666667
"Kevin McHale*",10,1,18.93,7.72,1.85,0.38,1.81,20.12,0.6084,22.07,6.7,3.02,9.84,0.1861,2.44,0.22,2.65,3.03
"Robert Parish*",10,1,17.69,10.34,1.78,0.81,1.64,20.21,0.5919,21.8,5.24,4.1,9.43,0.1741,2.12,0.35,2.47,2.9
"Dominique Wilkins*",8,1,26.175,6.7375,2.45,1.475,0.7125,21.7,0.53325,30.4625,6.2,3.175,9.3375,0.15175,4.125,-0.75,3.3875,4.025
"Julius Erving*",7,1,21.1,6.18571428571429,3.65714285714286,1.71428571428571,1.6,21.6285714285714,0.557571428571429,26.1857142857143,5.48571428571429,3.82857142857143,9.3,0.171857142857143,3.8,1.18571428571429,4.98571428571429,4.58571428571429
"Sidney Moncrief*",9,1,17.0888888888889,4.84444444444444,4.03333333333333,1.23333333333333,0.322222222222222,18.6777777777778,0.591,20.7333333333333,6.38888888888889,2.9,9.3,0.186111111111111,3.24444444444444,0.422222222222222,3.66666666666667,3.5
"Clyde Drexler*",7,1,20.3714285714286,6.02857142857143,5.68571428571429,2.25714285714286,0.685714285714286,20.5857142857143,0.540285714285714,24.8285714285714,5.71428571428571,3.14285714285714,9.18571428571429,0.159714285714286,3.55714285714286,1.41428571428571,4.95714285714286,4.9
"Kareem Abdul-Jabbar*",9,1,20.1111111111111,7.22222222222222,2.61111111111111,0.7,1.86666666666667,20.6666666666667,0.595555555555556,24.0111111111111,5.95555555555556,3.22222222222222,9.16666666666667,0.170222222222222,2.55555555555556,0.611111111111111,3.17777777777778,3.48888888888889
"Adrian Dantley*",10,4,24.4,5.01666666666667,3.075,0.8,0.133333333333333,20.825,0.610916666666667,26.0083333333333,7.125,1.58333333333333,8.625,0.183083333333333,3.75833333333333,-1.01666666666667,2.74166666666667,2.81666666666667
"Jack Sikma*",10,2,16.77,9.89,3.42,1.14,1.02,17.98,0.5457,21.14,4.28,4.27,8.61,0.1523,1.27,1.2,2.44,3.05
"James Worthy*",8,1,18.275,5.725,2.9125,1.1375,0.8125,18.3375,0.5895,21.8,5.45,2.675,8.2625,0.1505,2.2875,0.075,2.3625,2.9375
"Alex English*",10,1,25.97,5.5,4.42,1.01,0.74,20.87,0.5536,27.83,6.66,1.63,8.26,0.136,3.95,-1.39,2.56,3.36
"Artis Gilmore*",8,2,15.1375,8.9,1.45,0.5,1.85,17.7125,0.6555,17.75,5.45,2.625,8.0875,0.15,0.825,0.3,1.1125,2.35
"Terry Cummings",8,3,22.175,8.7625,2.4875,1.4,0.7625,20.0125,0.528875,27.475,4.3875,3.4,8.0875,0.141875,2.1625,-0.3125,1.8375,2.6625
"Terry Porter",5,1,14.08,3.64,8.02,1.7,0.1,17.36,0.5718,18.64,5.22,2.38,7.96,0.1428,2.14,0.54,2.7,3.22
"Larry Nance",8,3,18.69,8.62,2.84,1.02,2.22,20.11,0.5921,21.04,4.77,3.11,7.95,0.1704,2.44,1.28,3.72,3.23
"Buck Williams",9,2,16.1333333333333,11.6666666666667,1.52222222222222,0.933333333333333,1,16.4555555555556,0.586888888888889,18.3111111111111,3.82222222222222,3.85555555555556,7.94444444444444,0.132333333333333,0.488888888888889,-0.288888888888889,0.211111111111111,1.62222222222222
"Dan Issel*",5,1,19.8,6.92,2.22,0.88,0.58,20.88,0.569,24.86,6.44,1.38,7.82,0.162,2.78,-1.24,1.58,2.12
"Patrick Ewing*",5,1,22.6,9.24,1.96,1.26,2.98,21.22,0.575,26.8,3.7,3.48,7.82,0.1398,1.52,1.66,3.14,3.5
"Bill Laimbeer",10,3,13.1666666666667,10.3166666666667,1.99166666666667,0.658333333333333,0.966666666666667,16.3833333333333,0.557,17.0083333333333,4.18333333333333,3.15,7.625,0.147916666666667,0.641666666666667,0.425,1.08333333333333,2.06666666666667
"Reggie Miller*",3,1,16.8666666666667,3.26666666666667,2.83333333333333,1.06666666666667,0.266666666666667,16.8333333333333,0.609,20.4333333333333,6.3,1.56666666666667,7.6,0.138666666666667,2.66666666666667,-0.433333333333333,2.23333333333333,2.86666666666667
"Mark Price",4,1,15.35,2.6,6.625,1.225,0.125,17.65,0.5725,20.875,5.3,2.175,7.575,0.141,2.75,-0.45,2.325,3
"Marques Johnson",6,2,19.2666666666667,6.3,4.03333333333333,1.3,0.583333333333333,18.95,0.545,23.9,4.68333333333333,2.86666666666667,7.55,0.143666666666667,2.86666666666667,-0.0333333333333333,2.81666666666667,3.1
"Isiah Thomas*",9,1,20,3.72222222222222,9.72222222222222,2.06666666666667,0.277777777777778,18.7888888888889,0.521444444444444,25.2,4.04444444444444,3.18888888888889,7.52222222222222,0.121777777777778,2.75555555555556,0.444444444444444,3.22222222222222,3.88888888888889
"Maurice Cheeks*",10,4,11.975,2.9,7.03333333333333,2.08333333333333,0.275,16.9916666666667,0.578666666666667,15.3583333333333,4.625,2.84166666666667,7.425,0.149833333333333,1.68333333333333,1.425,3.10833333333333,3.11666666666667
"Hot Rod Williams",4,1,13.475,7.1,1.625,0.85,1.9,17.15,0.548,19.15,3.65,3.225,7.4,0.14625,0.45,1.15,1.625,2.25
"George Gervin*",6,2,24.8166666666667,4.11666666666667,2.7,0.95,0.633333333333333,20.2333333333333,0.5545,30.6333333333333,5.83333333333333,1.45,7.28333333333333,0.133333333333333,2.7,-1.63333333333333,1.05,2.1
"Bernard King*",8,3,23.3125,5.2625,3.35,0.95,0.225,19.925,0.577125,28.125,5.15,2.1875,7.2125,0.137625,2.975,-0.775,2.225,2.6625
"A.C. Green",5,1,10.96,7.76,1.06,0.9,0.68,14.9,0.5772,15.64,4.08,2.86,7.18,0.1452,0.36,-0.2,0.14,1.34
"Fat Lever",8,2,15,6.4375,6.8875,2.3,0.3,18.1,0.4965,19.9125,3.55,3.325,7.125,0.128,2.0125,1.525,3.525,3.7625
"Derek Harper",7,1,13.6857142857143,2.68571428571429,6.08571428571429,1.92857142857143,0.371428571428571,17.2428571428571,0.548,18.8714285714286,4.5,2.3,7.04285714285714,0.128428571428571,1.77142857142857,1.18571428571429,2.97142857142857,3.31428571428571
"Otis Thorpe",6,3,16.0333333333333,8.53333333333333,2.31666666666667,0.683333333333333,0.533333333333333,16.5333333333333,0.5975,19.7833333333333,4.51666666666667,2.16666666666667,7.01666666666667,0.125333333333333,0.75,-0.466666666666667,0.266666666666667,1.61666666666667
"Calvin Natt",7,2,16.9,6.45714285714286,2.24285714285714,0.828571428571429,0.3,17.7857142857143,0.584571428571429,20.9571428571429,5.01428571428571,2.02857142857143,7.01428571428571,0.145285714285714,2.11428571428571,-0.9,1.18571428571429,1.98571428571429
"Sam Perkins",6,1,14.3833333333333,8,1.8,1.05,0.95,16.0166666666667,0.544666666666667,18.7166666666667,4.03333333333333,2.73333333333333,6.96666666666667,0.128166666666667,0.483333333333333,0.05,0.516666666666667,1.66666666666667
"Jerome Kersey",5,1,14.7,6.94,2.42,1.5,0.8,17,0.5456,20.66,3.58,2.74,6.84,0.1406,0.74,0.88,1.62,2.16
"Chris Mullin*",5,1,20.18,3.9,3.82,1.62,0.48,19.24,0.5846,23.66,5.36,1.6,6.8,0.1328,2.74,-0.12,2.64,2.96
"Jeff Ruland",5,1,18.78,10.88,3.64,0.78,0.84,18.96,0.6144,22.44,3.26,3.54,6.8,0.149,1.42,0.9,2.32,2.36
"Rolando Blackman",9,1,19.2666666666667,3.64444444444444,3.17777777777778,0.788888888888889,0.333333333333333,17.4111111111111,0.561444444444444,23.2888888888889,5.48888888888889,1.24444444444444,6.8,0.120222222222222,2,-1.31111111111111,0.677777777777778,1.82222222222222
"Dennis Rodman*",4,1,8.975,8.025,1.025,0.675,0.675,16.15,0.588,16.125,3.35,2.825,6.775,0.15925,0.675,0.775,1.475,1.8
"Rodney McCray",7,2,13.0714285714286,7.04285714285714,3.95714285714286,0.814285714285714,0.714285714285714,14.8714285714286,0.564571428571429,15.9714285714286,4.1,2.6,6.74285714285714,0.116,1.07142857142857,0.342857142857143,1.41428571428571,2.48571428571429
"Bill Cartwright",8,2,14.95,6.8125,1.45,0.55,0.825,16.3625,0.6055,20.125,4.125,2.6375,6.7125,0.141375,0.4125,-0.275,0.1375,1.25
"Clark Kellogg",3,1,19.2666666666667,9.7,3,1.43333333333333,0.4,19.4333333333333,0.544666666666667,24.6666666666667,3.56666666666667,3.06666666666667,6.63333333333333,0.121,1.9,-0.466666666666667,1.43333333333333,2.26666666666667
"Byron Scott",7,1,16.5428571428571,3.15714285714286,3.11428571428571,1.32857142857143,0.285714285714286,15.9,0.559571428571429,21.6,4.17142857142857,2.35714285714286,6.57142857142857,0.125,0.685714285714286,0.0571428571428571,0.742857142857143,1.81428571428571
"Doc Rivers",7,1,12.5714285714286,3.58571428571429,7.12857142857143,2.14285714285714,0.471428571428571,18.0428571428571,0.543,19.2285714285714,3.75714285714286,2.88571428571429,6.54285714285714,0.145285714285714,1.78571428571429,2.07142857142857,3.84285714285714,3.22857142857143
"Tom Chambers",9,3,21.0555555555556,6.84444444444444,2.35555555555556,0.922222222222222,0.633333333333333,17.1444444444444,0.551333333333333,25.8222222222222,4.14444444444444,2.21111111111111,6.51111111111111,0.113111111111111,0.744444444444444,-0.955555555555556,-0.222222222222222,1.25555555555556
"Gus Williams",5,2,19.12,2.6,7.38,2.08,0.34,18.7,0.5008,25.7,3.2,3.32,6.5,0.1126,2.46,0.28,2.76,3.4
"Kevin Johnson",3,3,14.4,3.18,8.3,1.4,0.28,18.04,0.5552,20.16,4.4,1.88,6.36,0.138,2.06,0.32,2.42,2.54
"Michael Adams",4,2,13.775,2.8,5.675,1.75,0.1,15.7,0.54375,17.675,3.85,2.525,6.35,0.124,1.5,0.55,2.1,2.525
"Brad Daugherty",4,1,17.525,8.7,3.725,0.675,0.625,16.575,0.56975,21.8,2.95,3.45,6.325,0.1205,0.475,0.2,0.625,1.775
"Vern Fleming",6,1,13.8,4.25,6.03333333333333,1.26666666666667,0.133333333333333,15.5833333333333,0.56,18.2833333333333,4.11666666666667,2.35,6.31666666666667,0.1125,0.9,0.116666666666667,1,2.05
"Bobby Jones*",6,1,9.95,4.26666666666667,2.23333333333333,1.13333333333333,1.05,16.5833333333333,0.608833333333333,16.3,3.5,2.83333333333333,6.3,0.163333333333333,1.4,2.06666666666667,3.45,2.55
"Horace Grant",3,1,11.0333333333333,7.33333333333333,2,0.966666666666667,0.866666666666667,14.4666666666667,0.544,15.9,3.4,2.6,6.2,0.120333333333333,-0.3,-0.1,-0.366666666666667,1.1
"Mark Jackson",3,1,13.4666666666667,4.46666666666667,8.86666666666667,1.9,0.0666666666666667,16.1,0.506666666666667,18.7666666666667,3.3,2.93333333333333,6.16666666666667,0.109,1.96666666666667,0.2,2.2,2.93333333333333
"Jamaal Wilkes*",5,1,17.78,4.24,2.16,0.98,0.3,15.7,0.548,22.7,4.24,1.84,6.1,0.1144,0.48,-1.4,-0.96,0.92
"Kiki Vandeweghe",10,4,19.5818181818182,3.48181818181818,2.15454545454545,0.609090909090909,0.318181818181818,17.4636363636364,0.573363636363636,23.0818181818182,5.5,0.763636363636364,6.08181818181818,0.135363636363636,2.13636363636364,-1.89090909090909,0.254545454545455,1.47272727272727
"Steve Stipanovich",5,1,13.2,7.78,2.32,1.02,0.96,15.06,0.5472,18.52,2.5,3.58,6.08,0.1146,-0.36,1,0.64,1.68
"World B. Free",6,3,23.3285714285714,2.87142857142857,4.34285714285714,1.22857142857143,0.185714285714286,18.9857142857143,0.524857142857143,29.3571428571429,4.71428571428571,1.24285714285714,6,0.119142857142857,2.77142857142857,-1.1,1.7,2.21428571428571
"Cedric Maxwell",7,4,12.2,5.88888888888889,2.45555555555556,0.722222222222222,0.388888888888889,15.2777777777778,0.617333333333333,16.6111111111111,4.05555555555556,1.92222222222222,5.98888888888889,0.142444444444444,1.17777777777778,-0.133333333333333,1.06666666666667,1.58888888888889
"Derrick McKey",3,1,13.3666666666667,5.26666666666667,2.1,1.1,0.9,14.9666666666667,0.564666666666667,18.6333333333333,3.7,2.13333333333333,5.93333333333333,0.117333333333333,0.4,0.366666666666667,0.766666666666667,1.73333333333333
"Xavier McDaniel",5,1,20.66,7,2.48,1.18,0.56,17.94,0.5314,26.76,3.5,2.44,5.88,0.1062,1.5,-1.12,0.38,1.6
"Greg Ballard",7,2,13.6857142857143,6.25714285714286,2.48571428571429,1.22857142857143,0.314285714285714,15.1285714285714,0.509142857142857,19.4857142857143,2.47142857142857,3.4,5.87142857142857,0.110142857142857,0.214285714285714,0.714285714285714,0.928571428571429,2
"Dale Ellis",7,2,18.0428571428571,3.97142857142857,1.65714285714286,0.928571428571429,0.171428571428571,17.1857142857143,0.549714285714286,24.5,4.65714285714286,1.35714285714286,5.85714285714286,0.119714285714286,2.38571428571429,-1.55714285714286,0.828571428571429,1.88571428571429
"Dennis Johnson*",10,2,14.01,3.67,5.85,1.28,0.5,14.15,0.5148,19.18,2.9,2.96,5.84,0.105,0.06,0.21,0.26,1.56
"Joe Dumars*",5,1,14.08,2.26,4.92,0.94,0.1,14.5,0.5494,19.54,3.6,2.04,5.8,0.1134,0.6,-0.08,0.5,1.58
"James Donaldson",9,5,9.3,8.79,0.9,0.38,1.46,14.16,0.6296,12.69,3.1,2.64,5.79,0.1219,-0.13,0.4,0.28,1.33
"Alvin Robertson",6,2,15.8333333333333,5.63333333333333,5.41666666666667,2.85,0.466666666666667,18.05,0.5315,22.05,2.48333333333333,3,5.78333333333333,0.108166666666667,1.06666666666667,1.91666666666667,2.95,3.25
"Paul Pressey",8,1,11.9375,4.2875,5.675,1.55,0.65,16.0125,0.547125,18.9125,2.6125,3.15,5.7,0.12175,1.1375,1.675,2.825,2.775
